time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-04-08T23:27:09.700Z,38.602,15.438,159.2,2.5,md,4,202,,,us,usp000cs0z,2014-11-07T01:21:56.061Z,"35 km NNW of Sparta', Italy",earthquake,,,,,reviewed,rom,rom
2004-04-06T04:16:17.300Z,38.81,16.32,3.5,2.8,md,12,114.7,,,us,usp000crtx,2014-11-07T01:21:55.221Z,"2 km SSE of Curinga, Italy",earthquake,,,,,reviewed,rom,rom
2004-04-03T07:23:21.800Z,38.522,14.884,10,2.5,md,4,238.2,,,us,usp000crjd,2014-11-07T01:21:53.273Z,"4 km SSE of Santa Marina Salina, Italy",earthquake,,,,,reviewed,rom,rom
2004-03-30T11:05:16.200Z,37.794,14.673,16.5,2.8,md,14,96.5,,,us,usp000cr9d,2014-11-07T01:21:48.796Z,"6 km SSW of San Teodoro, Italy",earthquake,,,,,reviewed,rom,rom
2004-03-27T03:54:47.400Z,38.545,14.822,10,3.2,md,17,92.7,,,us,usp000cqzt,2014-11-07T01:21:47.418Z,"1 km SSW of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2004-03-27T03:04:01.300Z,38.531,14.831,11.9,3.3,md,19,84.4,,,us,usp000cqzq,2014-11-07T01:21:47.413Z,"2 km S of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2004-03-13T14:17:26.200Z,37.642,15.165,5,2.7,md,9,114.3,,,us,usp000cpuy,2014-11-07T01:21:41.727Z,"3 km SE of Linera, Italy",earthquake,,,,,reviewed,rom,rom
2004-02-27T19:05:51.700Z,39.123,16.359,5,3,md,13,150.9,,,us,usp000cnhx,2014-11-07T01:21:31.456Z,"3 km W of Colosimi, Italy",earthquake,,,,,reviewed,rom,rom
2004-02-27T01:45:44.800Z,37.947,14.05,7.8,2.9,md,16,94.3,,,us,usp000cnex,2014-11-07T01:21:31.068Z,"3 km E of Isnello, Italy",earthquake,,,,,reviewed,rom,rom
2004-02-23T08:44:13.600Z,38.447,15.515,136.3,2.6,md,7,161.8,,,us,usp000cmv9,2014-11-07T01:21:24.945Z,"17 km N of Sparta', Italy",earthquake,,,,,reviewed,rom,rom
2004-02-21T18:22:23.900Z,38.324,15.305,145.5,2.8,md,17,57.6,,,us,usp000cmry,2014-11-07T01:21:23.937Z,"12 km NNW of Venetico Marina, Italy",earthquake,,,,,reviewed,rom,rom
2004-02-21T07:38:40.100Z,38.344,15.583,97.7,3,md,18,72.3,,,us,usp000cmr5,2014-11-07T01:21:23.884Z,"6 km NE of Sparta', Italy",earthquake,,,,,reviewed,rom,rom
2004-02-18T20:27:48.700Z,38.066,15.775,9.8,2.7,md,8,120.1,,,us,usp000cmgt,2014-11-07T01:21:22.549Z,"2 km SSE of Cardeto, Italy",earthquake,,,,,reviewed,rom,rom
2004-02-10T19:59:39.900Z,37.816,15.143,5,2.7,md,5,211.6,,,us,usp000ckx3,2014-11-07T01:21:20.089Z,"2 km S of Linguaglossa, Italy",earthquake,,,,,reviewed,rom,rom
2004-02-10T19:38:21.300Z,37.805,15.154,5,3,md,7,123.3,,,us,usp000ckx1,2014-11-07T01:21:20.085Z,"1 km W of Piedimonte Etneo, Italy",earthquake,,,,,reviewed,rom,rom
2004-02-05T23:54:18.000Z,38.174,14.813,111.5,2.9,md,10,108.6,,,us,usp000ckgy,2014-11-07T01:21:18.353Z,"2 km NNW of Brolo, Italy",earthquake,,,,,reviewed,rom,rom
2004-01-27T08:16:29.500Z,38.621,14.554,9.4,2.8,md,10,189.6,,,us,usp000cjsg,2014-11-07T01:21:08.407Z,"24 km WNW of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2004-01-15T19:53:23.600Z,37.678,15.174,2.7,2.8,md,10,114,,,us,usp000chyg,2014-11-07T01:21:04.995Z,"1 km SW of Carruba, Italy",earthquake,,,,,reviewed,rom,rom
2004-01-11T03:42:02.300Z,38.483,15.097,5.4,2.8,md,12,80.6,,,us,usp000chmu,2014-11-07T01:21:02.371Z,"11 km E of Canneto, Italy",earthquake,,,,,reviewed,rom,rom
2004-01-04T03:37:02.100Z,39.06,16.445,10,2.6,md,5,184.5,,,us,usp000ch1u,2014-11-07T01:20:58.884Z,"0 km W of Panettieri, Italy",earthquake,,,,,reviewed,rom,rom
2003-12-30T16:40:12.000Z,39.02,15.354,290.2,4,mb,100,45.1,,,us,usp000cgjk,2014-11-07T01:20:51.621Z,"59 km NW of Santa Domenica, Italy",earthquake,,,,20,reviewed,rom,us
2003-12-23T12:14:12.700Z,37.664,15.138,5,2.6,md,8,109.7,,,us,usp000cfvr,2014-11-07T01:20:48.109Z,"0 km E of Linera, Italy",earthquake,,,,,reviewed,rom,rom
